faculty_id,name,institution_id,homepage,rank,active,notes,orcid,google_scholar_id
silver_elisabeth,Elisabeth Silver,msu,https://psychology.msu.edu/news-events/news/elisabeth-silver.html,Assistant Professor,True,Official MSU news 2025-10: new Organizational Psychology TT,,JrigXcIAAAAJ
baker_nathan,Nathan Baker,wright,https://people.wright.edu/nathan.baker,Assistant Professor,True,Official Wright people profile; joined 2025,,TnosyFsAAAAJ
rudolph_cort,Cort W. Rudolph,wayne,https://clasprofiles.wayne.edu/profile/az0662,Professor,True,Official Wayne CLAS: Professor of I-O Psychology,,Z9W6egsAAAAJ
reed_brent,Brent Reed,uncc,https://orgscience.charlotte.edu/directory/brent-reed/,Assistant Professor,True,Official OS faculty; Psychological Science 2025 hire,,9kHbKL8AAAAJ
walker_lisa,Lisa Slattery Walker,uncc,https://orgscience.charlotte.edu/directory/lisa-slattery-walker/,Professor,True,Official OS faculty,,_DnBkXMAAAAJ
woehr_david,David J. Woehr,uncc,https://orgscience.charlotte.edu/directory/dave-woehr/,Professor,True,Official OS faculty,,vdt4FQsAAAAJ
allen_shalene,Shalene Allen,ksu,https://www.k-state.edu/psych/about/people/faculty/allen/,Assistant Professor,True,Official K-State I-O faculty table; joined 2024,,jnj5k-QAAAAJ
lee_jin,Jin Lee,ksu,https://www.k-state.edu/psych/about/people/faculty/lee/index.html,Associate Professor,True,Official K-State I-O faculty table; program director,,aWmsLwoAAAAJ
tu_naidan,Naidan Tu,ksu,https://www.k-state.edu/psych/about/people/faculty/tu/index.html,Assistant Professor,True,Official K-State I-O faculty table,,OsxbqScAAAAJ
magley_vicki,Vicki Magley,uconn,https://psychology.uconn.edu/person/vicki-magley/,Professor,True,Official UConn I-O tag page; I-O program director,,2T1ZakYAAAAJ
henning_robert,Robert Henning,uconn,https://psychology.uconn.edu/person/robert-henning/,Associate Professor,True,Official UConn I-O tag page,,
zhang_don,Don Zhang,lsu,https://www.lsu.edu/hss/psychology/faculty/industrial/zhang.php,Associate Professor,True,Official LSU I-O core faculty; program director,,GTukwAEAAAAJ
burke_vanessa,Vanessa Burke,lsu,https://www.lsu.edu/hss/psychology/faculty/industrial/vanessa_burke.php,Assistant Professor,True,Official LSU I-O core faculty,,XaLQFUMAAAAJ
cobb_haley,Haley Cobb,lsu,https://lsu.edu/hss/psychology/faculty/industrial/cobb.php,Assistant Professor,True,Official LSU I-O core faculty,,IWPXrZUAAAAJ
probst_tahira,Tahira M. Probst,wsu,https://psychology.wsu.edu/research-labs/wsu-profile/probst/,Professor,True,Official WSU Psychological Science I-O associated faculty; Scholar ID from CHEW lab page,,te6Pf2UAAAAJ
